bus_id,tiempo,parada,ocupacion,pasajeros_a_bordo
76,47809.857136864506,Parada 3 (Intermedia),90.0,45
76,49028.39665028337,Parada 4 (SAN VICENTE),0.0,0
77,46220.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),20.0,10
77,47245.356400169585,Parada 2 (Intermedia),46.0,23
77,48205.089224023366,Parada 3 (Intermedia),57.99999999999999,29
77,49253.95925142885,Parada 4 (SAN VICENTE),0.0,0
78,46838.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),38.0,19
78,47947.55221587435,Parada 2 (Intermedia),60.0,30
78,49015.963846613595,Parada 3 (Intermedia),94.0,47
78,50249.62878305706,Parada 4 (SAN VICENTE),0.0,0
79,47436.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),36.0,18
79,48451.905544508874,Parada 2 (Intermedia),50.0,25
79,49530.816355644114,Parada 3 (Intermedia),64.0,32
79,50399.064970308216,Parada 4 (SAN VICENTE),0.0,0
80,48040.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),40.0,20
80,49283.950344877514,Parada 2 (Intermedia),70.0,35
80,50304.53712415574,Parada 3 (Intermedia),100.0,50
80,51238.63207562168,Parada 4 (SAN VICENTE),0.0,0
81,48628.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),28.000000000000004,14
81,49701.52510105696,Parada 2 (Intermedia),40.0,20
81,50912.55904195567,Parada 3 (Intermedia),76.0,38
81,52079.303568401396,Parada 4 (SAN VICENTE),0.0,0
82,49216.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),16.0,8
82,50410.798088699536,Parada 2 (Intermedia),44.0,22
82,51291.47060555976,Parada 3 (Intermedia),48.0,24
82,52435.12891657812,Parada 4 (SAN VICENTE),0.0,0
83,49828.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),28.000000000000004,14
83,50701.265071022295,Parada 2 (Intermedia),38.0,19
83,51633.66468555018,Parada 3 (Intermedia),48.0,24
83,52821.78570112639,Parada 4 (SAN VICENTE),0.0,0
84,50432.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),32.0,16
84,51431.25099553123,Parada 2 (Intermedia),76.0,38
84,52435.86512614445,Parada 3 (Intermedia),100.0,50
84,53659.596073346,Parada 4 (SAN VICENTE),0.0,0
85,51036.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),36.0,18
85,52066.33014019431,Parada 2 (Intermedia),60.0,30
85,53273.18493045415,Parada 3 (Intermedia),100.0,50
85,54138.71568952786,Parada 4 (SAN VICENTE),0.0,0
86,51646.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),46.0,23
86,52551.99214077516,Parada 2 (Intermedia),74.0,37
86,53768.5584987182,Parada 3 (Intermedia),98.0,49
86,54784.69434093708,Parada 4 (SAN VICENTE),0.0,0
87,52236.0,Parada 1 (HUALQUI (SANTA JOSEFINA)),36.0,18
87,53085.10240899474,Parada 2 (Intermedia),66.0,33
87,54199.07365080694,Parada 3 (Intermedia),86.0,43
87,55153.86066288052,Parada 4 (SAN VICENTE),0.0,0
