bus_id,parada,tiempo_atraso,costo_multa
136,Parada 4 (SAN VICENTE),14.10533523518825,1000
137,Parada 3 (Intermedia),49.46860582673253,1000
139,Parada 2 (Intermedia),1.886201520152099,1000
139,Parada 3 (Intermedia),180.45013960490905,1000
139,Parada 4 (SAN VICENTE),232.99122066741984,1000
140,Parada 2 (Intermedia),178.19087119160395,1000
140,Parada 3 (Intermedia),95.53684393008007,1000
140,Parada 4 (SAN VICENTE),294.70752128064487,1000
141,Parada 2 (Intermedia),0.7008661379368277,1000
141,Parada 4 (SAN VICENTE),5.675020041293465,1000
142,Parada 2 (Intermedia),75.76441079485812,1000
142,Parada 3 (Intermedia),144.43324016866973,1000
142,Parada 4 (SAN VICENTE),67.62013818175183,1000
143,Parada 2 (Intermedia),141.65068477365276,1000
143,Parada 3 (Intermedia),144.1844903417732,1000
143,Parada 4 (SAN VICENTE),397.7441971449225,1000
144,Parada 2 (Intermedia),78.61472542207775,1000
144,Parada 3 (Intermedia),249.31921631778823,1000
144,Parada 4 (SAN VICENTE),317.1349455778036,1000
145,Parada 2 (Intermedia),117.34969170081604,1000
145,Parada 3 (Intermedia),59.07036513298226,1000
145,Parada 4 (SAN VICENTE),77.33099879507063,1000
146,Parada 2 (Intermedia),49.73048823248246,1000
146,Parada 3 (Intermedia),157.06486785630113,1000
146,Parada 4 (SAN VICENTE),248.7027417890131,1000
148,Parada 2 (Intermedia),97.42557647724607,1000
148,Parada 3 (Intermedia),192.04366341080458,1000
148,Parada 4 (SAN VICENTE),127.02654951866134,1000
149,Parada 2 (Intermedia),192.13077646248712,1000
149,Parada 3 (Intermedia),256.02670687722275,1000
149,Parada 4 (SAN VICENTE),324.09717578731943,1000
151,Parada 2 (Intermedia),27.061290263744013,1000
152,Parada 2 (Intermedia),176.16521545674914,1000
152,Parada 3 (Intermedia),350.81805483804783,1000
152,Parada 4 (SAN VICENTE),216.32447843538102,1000
154,Parada 3 (Intermedia),85.8019841553687,1000
154,Parada 4 (SAN VICENTE),174.68543461820082,1000
156,Parada 3 (Intermedia),177.98226944264024,1000
156,Parada 4 (SAN VICENTE),76.32233995983552,1000
157,Parada 2 (Intermedia),174.08340873656562,1000
157,Parada 3 (Intermedia),108.29092170406511,1000
157,Parada 4 (SAN VICENTE),185.48524785965128,1000
158,Parada 3 (Intermedia),11.208237266211654,1000
158,Parada 4 (SAN VICENTE),16.8127658437661,1000
159,Parada 3 (Intermedia),22.603762186030508,1000
159,Parada 4 (SAN VICENTE),76.74326520743489,1000
161,Parada 3 (Intermedia),190.24785395995423,1000
161,Parada 4 (SAN VICENTE),147.49884949118132,1000
162,Parada 3 (Intermedia),65.19851497204945,1000
162,Parada 4 (SAN VICENTE),200.16414718722808,1000
163,Parada 2 (Intermedia),79.52510105696274,1000
164,Parada 2 (Intermedia),150.83354585187772,1000
164,Parada 3 (Intermedia),211.51553788909223,1000
164,Parada 4 (SAN VICENTE),204.07599279608985,1000
166,Parada 2 (Intermedia),4.586779278222821,1000
167,Parada 2 (Intermedia),181.40008736032905,1000
167,Parada 3 (Intermedia),56.87658315451699,1000
169,Parada 2 (Intermedia),142.24979252809862,1000
169,Parada 3 (Intermedia),148.00772950208193,1000
170,Parada 3 (Intermedia),10.17742017389537,1000
171,Parada 2 (Intermedia),141.65831101835647,1000
172,Parada 2 (Intermedia),51.5514937250191,1000
172,Parada 3 (Intermedia),41.940558239337406,1000
172,Parada 4 (SAN VICENTE),212.5279770730922,1000
173,Parada 2 (Intermedia),126.38297486108786,1000
173,Parada 3 (Intermedia),302.9959744798325,1000
173,Parada 4 (SAN VICENTE),307.7632055220747,1000
175,Parada 2 (Intermedia),74.23678190056671,1000
176,Parada 2 (Intermedia),50.01476576599816,1000
176,Parada 3 (Intermedia),155.58814054882532,1000
176,Parada 4 (SAN VICENTE),277.6208935452087,1000
177,Parada 3 (Intermedia),94.75416544926702,1000
